Peakset	Annotation	Observed	Expected	Fold.Change	Log2FC	Pvalue	Qvalue	Adjusted.Pvalue
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	Cortex_08wks_pQ.filtered_qval_5.mm10.sorted.bed	385	90.3723	4.2245	2.0788	0.09116	0.09116	0.149648
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	Cortex_08wks_pQ.filtered_qval_5.mm10.sorted.bed	135614	21648.7673	6.264	2.6471	1e-05	2e-05	2e-05
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	Cortex_08wks_WT.filtered_qval_5.mm10.sorted.bed	385	93.244	4.0958	2.0341	0.09353	0.09353	0.149648
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	Cortex_08wks_WT.filtered_qval_5.mm10.sorted.bed	135844	22788.4715	5.9609	2.5755	1e-05	2e-05	2e-05
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	Cortex_12wks_pQ.filtered_qval_5.mm10.sorted.bed	385	137.9167	2.7786	1.4744	0.13277	0.13277	0.159075555555556
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	Cortex_12wks_pQ.filtered_qval_5.mm10.sorted.bed	199265	33131.712	6.0142	2.5884	1e-05	2e-05	2e-05
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	Cortex_12wks_WT.filtered_qval_5.mm10.sorted.bed	385	153.5964	2.4968	1.3201	0.14471	0.14471	0.165382857142857
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	Cortex_12wks_WT.filtered_qval_5.mm10.sorted.bed	208308	37022.3918	5.6264	2.4922	1e-05	2e-05	2e-05
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	Striatum_08wks_pQ.filtered_qval_5.mm10.sorted.bed	385	87.9667	4.3387	2.1173	0.08987	0.08987	0.149648
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	Striatum_08wks_pQ.filtered_qval_5.mm10.sorted.bed	120741	20700.5277	5.8325	2.5441	1e-05	2e-05	2e-05
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	Striatum_08wks_WT.filtered_qval_5.mm10.sorted.bed	385	77.7206	4.9034	2.2938	0.0794	0.0794	0.149458823529412
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	Striatum_08wks_WT.filtered_qval_5.mm10.sorted.bed	114446	18453.699	6.2015	2.6326	1e-05	2e-05	2e-05
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	Striatum_12wks_pQ.filtered_qval_5.mm10.sorted.bed	385	116.2094	3.2933	1.7195	0.11518	0.11518	0.159075555555556
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	Striatum_12wks_pQ.filtered_qval_5.mm10.sorted.bed	166983	27749.9485	6.0172	2.5891	1e-05	2e-05	2e-05
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	Striatum_12wks_WT.filtered_qval_5.mm10.sorted.bed	385	130.3867	2.9379	1.5548	0.12585	0.12585	0.159075555555556
Htt_ChIPSeq.any_2_samples.diffbind.B2020.genotype_enriched	Striatum_12wks_WT.filtered_qval_5.mm10.sorted.bed	201714	31529.2663	6.3975	2.6775	1e-05	2e-05	2e-05
Htt_ChIPSeq.any_3_samples.diffbind.B2020.genotype_enriched	Cortex_08wks_pQ.filtered_qval_5.mm10.sorted.bed	307	152.8027	2.0026	1.0018	0.13125	0.13125	0.159075555555556
Htt_ChIPSeq.any_3_samples.diffbind.B2020.genotype_enriched	Cortex_08wks_pQ.filtered_qval_5.mm10.sorted.bed	103361	14239.9986	7.2581	2.8596	1e-05	2e-05	2e-05
Htt_ChIPSeq.any_3_samples.diffbind.B2020.genotype_enriched	Cortex_08wks_WT.filtered_qval_5.mm10.sorted.bed	307	159.0207	1.9248	0.9447	0.13422	0.13422	0.159075555555556
Htt_ChIPSeq.any_3_samples.diffbind.B2020.genotype_enriched	Cortex_08wks_WT.filtered_qval_5.mm10.sorted.bed	100733	14935.7303	6.744	2.7536	1e-05	2e-05	2e-05
Htt_ChIPSeq.any_3_samples.diffbind.B2020.genotype_enriched	Cortex_12wks_pQ.filtered_qval_5.mm10.sorted.bed	307	242.3047	1.2659	0.3402	0.1896	0.1896	0.195716129032258
Htt_ChIPSeq.any_3_samples.diffbind.B2020.genotype_enriched	Cortex_12wks_pQ.filtered_qval_5.mm10.sorted.bed	151905	21776.5828	6.9753	2.8023	1e-05	2e-05	2e-05
Htt_ChIPSeq.any_3_samples.diffbind.B2020.genotype_enriched	Cortex_12wks_WT.filtered_qval_5.mm10.sorted.bed	307	267.2448	1.1482	0.1994	0.20622	0.20622	0.20622
Htt_ChIPSeq.any_3_samples.diffbind.B2020.genotype_enriched	Cortex_12wks_WT.filtered_qval_5.mm10.sorted.bed	154846	24302.997	6.3713	2.6716	1e-05	2e-05	2e-05
Htt_ChIPSeq.any_3_samples.diffbind.B2020.genotype_enriched	Striatum_08wks_pQ.filtered_qval_5.mm10.sorted.bed	307	150.0225	2.0394	1.0282	0.13095	0.13095	0.159075555555556
Htt_ChIPSeq.any_3_samples.diffbind.B2020.genotype_enriched	Striatum_08wks_pQ.filtered_qval_5.mm10.sorted.bed	91374	13581.172	6.7276	2.7501	1e-05	2e-05	2e-05
Htt_ChIPSeq.any_3_samples.diffbind.B2020.genotype_enriched	Striatum_08wks_WT.filtered_qval_5.mm10.sorted.bed	307	125.2255	2.4401	1.2869	0.1105	0.1105	0.159075555555556
Htt_ChIPSeq.any_3_samples.diffbind.B2020.genotype_enriched	Striatum_08wks_WT.filtered_qval_5.mm10.sorted.bed	84737	12054.8699	7.0288	2.8133	1e-05	2e-05	2e-05
Htt_ChIPSeq.any_3_samples.diffbind.B2020.genotype_enriched	Striatum_12wks_pQ.filtered_qval_5.mm10.sorted.bed	307	201.2141	1.5231	0.607	0.16631	0.16631	0.183514482758621
Htt_ChIPSeq.any_3_samples.diffbind.B2020.genotype_enriched	Striatum_12wks_pQ.filtered_qval_5.mm10.sorted.bed	125444	18230.0017	6.8809	2.7826	1e-05	2e-05	2e-05
