Peak.ID	logFC	logCPM	F	PValue	FDR
H3K4me3_PeakRegion_11126_chr11_77980200_77987399	0.355159495552329	7.47186760309274	28.548397354739	0.000559810112250963	0.671134792036717
H3K4me3_PeakRegion_01674_chr2_93185000_93191599	0.428140605468255	5.55438427905304	26.0377773700381	0.000761269481851276	0.671134792036717
H3K4me3_PeakRegion_13398_chr14_32425200_32428399	-0.627408151980358	2.6489073613197	23.1576981189761	0.00111600165963512	0.671134792036717
H3K4me3_PeakRegion_04614_chr5_32711600_32714599	-0.50502655577192	6.03291224159097	22.6357000572303	0.00120074801110662	0.671134792036717
H3K4me3_PeakRegion_11386_chr11_97656400_97672799	0.316713337352322	7.25243764850708	22.2590945759801	0.00126687020424513	0.671134792036717
H3K4me3_PeakRegion_04751_chr5_53587400_53594599	0.337350371703919	7.10791626032279	21.9154498991622	0.00133117699620431	0.671134792036717
H3K4me3_PeakRegion_09422_chr9_108823200_108833999	0.398512700940686	6.41397560421767	21.9120912750873	0.00133182517611718	0.671134792036717
H3K4me3_PeakRegion_12477_chr12_112800000_112812999	0.34423589756132	6.36571216086738	21.6523646667631	0.00138315413469443	0.671134792036717
H3K4me3_PeakRegion_15766_chr17_62877600_62884599	0.308742727306433	7.12384345322786	21.5110327245745	0.00141211366589114	0.671134792036717
H3K4me3_PeakRegion_15510_chr17_33924000_33959799	0.267558283400774	8.83658737883886	21.3626410786159	0.00144333131313816	0.671134792036717
H3K4me3_PeakRegion_16585_chr19_5683800_5696799	0.302252803717725	8.11474689439971	20.8258229309285	0.00156364025379955	0.671134792036717
H3K4me3_PeakRegion_06864_chr7_45046000_45055199	0.313112896141917	6.98766296786642	20.6119490079062	0.00161501228035981	0.671134792036717
H3K4me3_PeakRegion_12474_chr12_112663800_112683599	0.32799808324532	6.70307550289598	20.5705870342284	0.00162518703208139	0.671134792036717
H3K4me3_PeakRegion_14601_chr16_4556600_4561999	0.299368901897747	7.09341409877313	20.2770356424761	0.00169972443347809	0.671134792036717
H3K4me3_PeakRegion_03190_chr3_139197800_139198799	-0.994259105088735	1.05847363971057	20.1972217744405	0.0017207177698962	0.671134792036717
H3K4me3_PeakRegion_06365_chr6_140622200_140630599	0.310957456740244	6.5479410276329	19.2347141310652	0.0020010282635308	0.671134792036717
H3K4me3_PeakRegion_04727_chr5_47981800_47987199	0.379670552766512	6.04011353000697	19.0402512816127	0.00206436023043635	0.671134792036717
H3K4me3_PeakRegion_07578_chr7_141189400_141197599	0.310288841309978	6.85943899645435	18.991205154514	0.00208072350187463	0.671134792036717
H3K4me3_PeakRegion_16601_chr19_6065400_6071599	0.38734527403775	5.20126477418063	18.8939066834166	0.00211366300340184	0.671134792036717
H3K4me3_PeakRegion_16495_chr18_82908000_82922399	0.284277025560181	7.63993792802327	18.5335730671568	0.00224141325265008	0.671134792036717
H3K4me3_PeakRegion_09378_chr9_107532800_107559199	0.258176596124525	8.37620483170906	18.2147922750225	0.00236248628550975	0.671134792036717
H3K4me3_PeakRegion_04268_chr4_141533400_141541199	0.300931429676096	6.94362495605958	18.2142478421205	0.00236269989272276	0.671134792036717
H3K4me3_PeakRegion_08949_chr9_54558200_54561199	0.521520430125069	3.01481149769271	18.1737428346755	0.00237865922525082	0.671134792036717
H3K4me3_PeakRegion_11776_chr11_119077600_119092399	0.293203247018078	7.39527942019296	18.0196317046182	0.00244061344419182	0.671134792036717
H3K4me3_PeakRegion_01240_chr2_29868400_29871599	0.436622526081361	4.37071894001907	18.0179069041024	0.00244131806119813	0.671134792036717
H3K4me3_PeakRegion_05472_chr5_142808200_142825199	0.260632666741228	9.03002319773938	17.9863565161794	0.00245425159578662	0.671134792036717
H3K4me3_PeakRegion_13824_chr14_118472400_118475399	0.489198598522001	3.31526362352856	17.9100675747965	0.00248587715189612	0.671134792036717
H3K4me3_PeakRegion_07435_chr7_127203000_127212199	0.285384731050033	7.0979888987832	17.8642611993347	0.0025051086780209	0.671134792036717
H3K4me3_PeakRegion_08829_chr9_42941200_42946199	0.383479883542153	5.54370355452238	17.2909430419897	0.00276213158348367	0.671134792036717
H3K4me3_PeakRegion_16438_chr18_74958200_74963599	0.393537319676542	5.07416150150417	17.0008612685851	0.00290461215860347	0.671134792036717
H3K4me3_PeakRegion_06905_chr7_46095200_46102799	0.330830515094454	6.31876567123121	16.8577601650101	0.00297824979008754	0.671134792036717
H3K4me3_PeakRegion_08841_chr9_44105600_44114599	0.331503115034308	5.87305105564943	16.7868511761906	0.00301559475960387	0.671134792036717
H3K4me3_PeakRegion_05270_chr5_125051800_125061399	0.395914326279682	5.16226886683426	16.7413239451892	0.00303987805522763	0.671134792036717
H3K4me3_PeakRegion_12320_chr12_99389000_99395799	0.308850299240227	6.41025094484988	16.6922236494224	0.00306633914182969	0.671134792036717
H3K4me3_PeakRegion_14571_chr15_102733400_102737999	0.567769275263349	2.73310766669781	16.5615111166345	0.0031381858467208	0.671134792036717
H3K4me3_PeakRegion_16575_chr19_5472600_5478799	0.393048362112513	4.67579281466954	16.5155533592413	0.00316394111946136	0.671134792036717
H3K4me3_PeakRegion_15757_chr17_57102800_57107599	0.354942706263374	5.25850166264869	16.4092595114369	0.00322451959993021	0.671134792036717
H3K4me3_PeakRegion_14171_chr15_76533800_76543399	0.311028499893859	6.88828752598332	16.3590676002237	0.00325362379719788	0.671134792036717
H3K4me3_PeakRegion_05917_chr6_72352800_72364399	0.276744968073693	6.77077034150455	16.2038857068386	0.00334568890815579	0.671134792036717
H3K4me3_PeakRegion_11821_chr11_120708200_120728799	0.260054680273264	7.30994705283505	16.0554146067058	0.00343681145133106	0.671134792036717
H3K4me3_PeakRegion_11131_chr11_78159200_78169599	0.414687269952578	5.70979921367921	16.0380671744436	0.00344765774459219	0.671134792036717
H3K4me3_PeakRegion_15513_chr17_34021000_34043199	0.279846792047115	8.13240227041677	15.7938216968622	0.00360496697404684	0.671134792036717
H3K4me3_PeakRegion_12622_chr13_24276000_24282599	0.313463481946923	6.00714243818021	15.6526170172417	0.00369997317301943	0.671134792036717
H3K4me3_PeakRegion_02875_chr3_95158600_95164399	0.327941702809458	6.02807556784855	15.6171630926775	0.00372431298249809	0.671134792036717
H3K4me3_PeakRegion_13191_chr13_111684000_111689399	0.346717534266464	5.51427539233315	15.5976089109887	0.00373782218423127	0.671134792036717
H3K4me3_PeakRegion_02797_chr3_89157600_89160999	0.399335709946939	3.86852929131443	15.4999751815712	0.00380618893466621	0.671134792036717
H3K4me3_PeakRegion_17002_chr19_53307800_53316799	0.261054348223535	7.34088664029394	15.4255931309306	0.00385931595885149	0.671134792036717
H3K4me3_PeakRegion_05205_chr5_121831000_121844399	0.303024213097347	6.73427847012987	15.4229716075391	0.00386120507370915	0.671134792036717
H3K4me3_PeakRegion_07755_chr8_22973000_22978999	0.350086977208412	5.38463150660637	15.0798722584351	0.00411865464794881	0.671134792036717
H3K4me3_PeakRegion_15509_chr17_33906200_33922799	0.247460415848654	7.86274571608173	15.0572530255154	0.00413636387152808	0.671134792036717
H3K4me3_PeakRegion_11640_chr11_113617600_113621999	0.333070329364047	5.35459255705844	15.0491915701956	0.00414269820499973	0.671134792036717
H3K4me3_PeakRegion_17228_chrX_48340200_48347999	0.279562965935067	6.66393937631265	14.9929934799544	0.00418719174751096	0.671134792036717
H3K4me3_PeakRegion_10079_chr10_80582200_80591799	0.297427350072583	6.58487562471282	14.9751670721388	0.00420142896726273	0.671134792036717
H3K4me3_PeakRegion_06157_chr6_113930600_113934999	-0.538521696009216	4.49875080873085	14.923113363294	0.00424334681879865	0.671134792036717
H3K4me3_PeakRegion_05236_chr5_123128400_123154599	0.251227115112923	8.35580237010607	14.9135206022479	0.00425112814296412	0.671134792036717
H3K4me3_PeakRegion_11474_chr11_101223400_101228199	0.395382023155973	5.13846883343688	14.8623283563283	0.00429295382308444	0.671134792036717
H3K4me3_PeakRegion_05231_chr5_122984400_122991999	0.286717431364351	6.72008111431861	14.8124643458431	0.00433418563654702	0.671134792036717
H3K4me3_PeakRegion_01156_chr2_25238800_25247599	0.340562046608357	6.50491343328201	14.6609896789279	0.00446248370003749	0.671134792036717
H3K4me3_PeakRegion_15656_chr17_46852600_46860799	0.308744406398373	6.503202237118	14.6455471258741	0.00447582623173483	0.671134792036717
H3K4me3_PeakRegion_12356_chr12_102695200_102707199	0.28806650332445	6.39095459270266	14.5612183012027	0.00454956577446441	0.671134792036717
H3K4me3_PeakRegion_04154_chr4_134763800_134770199	0.381997937917741	4.92953548651364	14.4243114585478	0.00467251647315594	0.671134792036717
H3K4me3_PeakRegion_04586_chr5_30709800_30715599	0.285612153404223	6.65013403390595	14.3773942713208	0.00471559627105036	0.671134792036717
H3K4me3_PeakRegion_16447_chr18_75689200_75700199	0.356769679714596	7.30616707606345	14.3752413548762	0.00471758488705553	0.671134792036717
H3K4me3_PeakRegion_05360_chr5_135485000_135491799	0.348100203656511	5.45812953319868	14.3270995949974	0.0047623254203861	0.671134792036717
H3K4me3_PeakRegion_16028_chr18_21650600_21654599	0.430677002520761	3.58113598631629	14.2945080256632	0.00479291315246694	0.671134792036717
H3K4me3_PeakRegion_11589_chr11_106485200_106489799	0.404421518951145	4.52453071261244	14.2882957018243	0.00479877112523746	0.671134792036717
H3K4me3_PeakRegion_07455_chr7_127705400_127713999	0.329642527494845	5.09801488534681	14.2219695710868	0.004861870582694	0.671134792036717
H3K4me3_PeakRegion_02600_chr3_53653800_53658999	0.292033064293405	6.42897169895326	14.2005218369549	0.00488249469364801	0.671134792036717
H3K4me3_PeakRegion_12231_chr12_83631200_83634999	0.316083656950205	6.02140362557082	14.0805616288136	0.00499986923981767	0.671134792036717
H3K4me3_PeakRegion_06558_chr7_19264800_19275199	0.327402533161758	6.16721084339632	14.0659676941677	0.00501438615655115	0.671134792036717
H3K4me3_PeakRegion_13208_chr13_113610800_113619199	0.249921957475649	7.07935170393477	14.0493962394729	0.0050309335623989	0.671134792036717
H3K4me3_PeakRegion_05250_chr5_123971000_123981599	0.319307090282797	5.37531864442716	13.9733867247592	0.00510770586791062	0.671134792036717
H3K4me3_PeakRegion_01729_chr2_105667600_105670399	0.544007308239833	1.95928143406358	13.9358716371134	0.00514613265930752	0.671134792036717
H3K4me3_PeakRegion_10046_chr10_79754200_79758399	0.452960072280382	3.52821040099842	13.9312143225879	0.00515092812947287	0.671134792036717
H3K4me3_PeakRegion_11298_chr11_93097000_93102599	0.351857329653667	5.03529839053274	13.92373830195	0.0051586375101194	0.671134792036717
H3K4me3_PeakRegion_04700_chr5_39639000_39645999	0.305410306016037	6.35635595905554	13.9085962755055	0.00517429606307409	0.671134792036717
H3K4me3_PeakRegion_06177_chr6_115803800_115810999	0.314997172953198	5.97591677569929	13.8537333467929	0.00523152631017012	0.671134792036717
H3K4me3_PeakRegion_05132_chr5_115426400_115439199	0.364709715309479	5.94137029185948	13.8421160652282	0.00524374538887528	0.671134792036717
H3K4me3_PeakRegion_01487_chr2_65363400_65364399	-0.78750656463305	0.625929620923927	13.8350562484333	0.00525118820374894	0.671134792036717
H3K4me3_PeakRegion_13482_chr14_51738000_51741199	0.457894874584675	2.73137300887047	13.8158963935751	0.00527145359607102	0.671134792036717
H3K4me3_PeakRegion_16620_chr19_6918200_6928199	0.297169952364486	6.28269145155828	13.7464541904329	0.00534572006044982	0.671134792036717
H3K4me3_PeakRegion_14345_chr15_84850400_84859399	0.483559270421327	7.31696015825991	13.7322539273468	0.00536106625460972	0.671134792036717
H3K4me3_PeakRegion_01277_chr2_30822200_30830399	0.25718878493933	6.83531477887226	13.7038996203591	0.0053918724579731	0.671134792036717
H3K4me3_PeakRegion_05409_chr5_137733000_137749999	0.274877283879333	7.7094661706994	13.6643953001127	0.00543515968546565	0.671134792036717
H3K4me3_PeakRegion_08027_chr8_70590000_70612399	0.232673016351663	7.81392037791422	13.6183678628447	0.00548613957090484	0.671134792036717
H3K4me3_PeakRegion_11669_chr11_115380600_115386999	0.296315414053543	5.8121298159392	13.6103878551098	0.00549503842224765	0.671134792036717
H3K4me3_PeakRegion_11078_chr11_75647200_75659999	0.325936949172955	6.25471889832119	13.5480306219995	0.00556519564978835	0.671134792036717
H3K4me3_PeakRegion_16263_chr18_47363600_47372199	0.251800519520375	6.97733959009878	13.4996596040814	0.00562038338933979	0.671134792036717
H3K4me3_PeakRegion_07108_chr7_81856800_81863399	0.32635551389387	4.98872562366847	13.4497008604135	0.00567809682171394	0.671134792036717
H3K4me3_PeakRegion_01302_chr2_32094000_32099999	0.32604357848798	6.33668606275622	13.3988049018914	0.00573765058676304	0.671134792036717
H3K4me3_PeakRegion_11827_chr11_120947000_120953399	0.307589953406034	5.54677675773721	13.3524173440196	0.0057926051264143	0.671134792036717
H3K4me3_PeakRegion_06571_chr7_19453400_19462999	0.292386616805522	6.63879227996886	13.3449177099479	0.00580155100694622	0.671134792036717
H3K4me3_PeakRegion_02072_chr2_152392600_152400999	0.278890038291922	7.23329753489885	13.3249005498362	0.00582551235295983	0.671134792036717
H3K4me3_PeakRegion_15531_chr17_34893000_34901999	0.259904921445941	7.16131905795587	13.3230528586292	0.00582773029546936	0.671134792036717
H3K4me3_PeakRegion_01159_chr2_25288200_25295799	0.406428827185967	3.80264664121197	13.2933529675439	0.00586352575225937	0.671134792036717
H3K4me3_PeakRegion_06686_chr7_28592800_28599199	0.319092324647964	5.34123747114864	13.2358082183113	0.00593366023143751	0.671134792036717
H3K4me3_PeakRegion_14469_chr15_98565000_98570999	0.267993497780373	6.72183519400412	13.2121309174762	0.00596281961434193	0.671134792036717
H3K4me3_PeakRegion_11061_chr11_74827400_74841599	0.286968147587398	7.74879366921227	13.2112359151942	0.00596392532121853	0.671134792036717
H3K4me3_PeakRegion_09005_chr9_58194400_58204999	0.335960178073551	6.31542090120669	13.1965192434433	0.00598214316475953	0.671134792036717
H3K4me3_PeakRegion_08478_chr8_120225400_120235799	0.347838406222097	5.66601629004495	13.1642607992666	0.00602231812126569	0.671134792036717
H3K4me3_PeakRegion_03967_chr4_125486800_125497399	0.284628116938782	6.40864685632542	13.1619470656014	0.00602521250855647	0.671134792036717
H3K4me3_PeakRegion_05333_chr5_132539000_132546199	0.255867264978203	6.94944872531828	13.144926090633	0.00604655817725182	0.671134792036717
H3K4me3_PeakRegion_05382_chr5_136241200_136246799	0.326438977909594	5.31134279143767	13.1040022165732	0.00609826511979507	0.671134792036717
H3K4me3_PeakRegion_04654_chr5_35054000_35061599	0.339787009934793	5.67599315644553	13.0113872897897	0.0062173232869867	0.671134792036717
H3K4me3_PeakRegion_08488_chr8_120627200_120638199	0.330453226287495	5.91895941997443	12.9867754595333	0.00624944597893186	0.671134792036717
H3K4me3_PeakRegion_05302_chr5_129580200_129592599	0.313597239482146	7.07268409458977	12.9364252597063	0.00631580557433662	0.671134792036717
H3K4me3_PeakRegion_05969_chr6_84582200_84590599	0.38774579966209	5.09450607203231	12.9182543339891	0.00633996861192777	0.671134792036717
H3K4me3_PeakRegion_06085_chr6_97805200_97810399	0.296509336920112	5.67612989566525	12.8845962964514	0.00638502953954278	0.671134792036717
H3K4me3_PeakRegion_10086_chr10_80913800_80920399	0.323416869393425	5.62678723320654	12.8382502380215	0.00644772915485711	0.671134792036717
H3K4me3_PeakRegion_14716_chr16_17919600_17931599	0.230030034999117	7.40898243068765	12.7920519649709	0.00651099075620659	0.671134792036717
H3K4me3_PeakRegion_09423_chr9_108851000_108857999	0.344019906278324	5.80920362798468	12.7730521865623	0.00653723144602381	0.671134792036717
H3K4me3_PeakRegion_04310_chr4_148283800_148289199	0.27161451574005	6.14363910331649	12.7575043930019	0.00655880224908228	0.671134792036717
H3K4me3_PeakRegion_12999_chr13_75706200_75712199	0.279460836750807	6.33735939321847	12.7324939822203	0.00659368695994038	0.671134792036717
H3K4me3_PeakRegion_11376_chr11_97400000_97408399	0.303966409662199	5.6117593405423	12.7255188556784	0.00660345694405154	0.671134792036717
H3K4me3_PeakRegion_17131_chrX_12126000_12130799	0.372021792583777	4.44645473582149	12.7178907329231	0.00661416214182464	0.671134792036717
H3K4me3_PeakRegion_00815_chr1_169655200_169658599	-0.701728280652382	1.48983920144551	12.7082077952655	0.00662778206744304	0.671134792036717
H3K4me3_PeakRegion_08139_chr8_83993600_84006599	0.305649244078566	6.0031580242928	12.7053769204479	0.00663177052011485	0.671134792036717
H3K4me3_PeakRegion_14603_chr16_4592200_4598999	0.37804327405711	5.67826377083705	12.7020673524512	0.00663643718550707	0.671134792036717
H3K4me3_PeakRegion_03764_chr4_107800000_107807399	0.279631976666293	6.64498821279325	12.6580006267756	0.00669896359175849	0.671134792036717
H3K4me3_PeakRegion_08996_chr9_57637400_57647599	0.290000358847455	5.99621954442072	12.5960115563301	0.00678816244648412	0.671134792036717
H3K4me3_PeakRegion_09382_chr9_107623800_107637599	0.237696288339808	7.23375050642646	12.5927777581514	0.00679285602391979	0.671134792036717
H3K4me3_PeakRegion_01182_chr2_26118600_26125599	0.319914589768412	5.15387870558517	12.5675078821044	0.00682967207203907	0.671134792036717
H3K4me3_PeakRegion_01408_chr2_38923000_38928399	0.262640153521426	6.26051441323835	12.5439032141275	0.00686428594649709	0.671134792036717
H3K4me3_PeakRegion_12407_chr12_108263000_108279599	0.239492964839485	7.58379891653443	12.5098171294638	0.00691465476662258	0.671134792036717
H3K4me3_PeakRegion_16588_chr19_5738800_5748799	0.347585419542384	5.4575996765676	12.4965101089534	0.00693444288524253	0.671134792036717
H3K4me3_PeakRegion_09102_chr9_66066000_66070999	0.335590684276739	4.44753961081771	12.4239458197236	0.00704359413667051	0.671134792036717
H3K4me3_PeakRegion_12844_chr13_55442600_55452199	0.269873404572506	6.06268969143587	12.4206798329797	0.007048556790777	0.671134792036717
H3K4me3_PeakRegion_10737_chr11_50288200_50294199	0.306034179543217	5.63034624790178	12.4181654184055	0.00705238039012318	0.671134792036717
H3K4me3_PeakRegion_05347_chr5_134930800_134934599	0.432801132843701	4.30906672995545	12.4036812844913	0.00707445619055762	0.671134792036717
H3K4me3_PeakRegion_15841_chr17_75178400_75179399	-0.733347171379222	0.368240677000354	12.3970169192103	0.0070846423961163	0.671134792036717
H3K4me3_PeakRegion_03755_chr4_106907800_106916199	0.313153514167262	6.03359327276955	12.389451978479	0.00709622715871031	0.671134792036717
H3K4me3_PeakRegion_03852_chr4_117128000_117135399	0.275970744650122	6.30400802075168	12.3524455226956	0.00715323788711196	0.671134792036717
H3K4me3_PeakRegion_12778_chr13_49212000_49218199	0.306376297194069	5.47676894903709	12.3023441481415	0.00723133082336987	0.671134792036717
H3K4me3_PeakRegion_11115_chr11_77761800_77768399	0.249758935178564	6.60294850780138	12.2955731245836	0.00724196579689608	0.671134792036717
H3K4me3_PeakRegion_16624_chr19_6983800_6999799	0.266837710439739	7.21991646267395	12.2568882346829	0.00730310024005581	0.671134792036717
H3K4me3_PeakRegion_10976_chr11_69363600_69374399	0.255875224191857	6.54285956745952	12.240368522698	0.00732940172134862	0.671134792036717
H3K4me3_PeakRegion_05240_chr5_123390000_123399399	0.278726875479843	6.60515412294666	12.2375949625864	0.00733382909967291	0.671134792036717
H3K4me3_PeakRegion_08939_chr9_53534600_53539599	0.272333093763303	6.57189445484833	12.2332638374154	0.00734074942813417	0.671134792036717
H3K4me3_PeakRegion_04552_chr5_25096400_25103399	0.301099819752117	6.48904671855098	12.2153526527675	0.00736945435556482	0.671134792036717
H3K4me3_PeakRegion_07875_chr8_44933200_44940799	0.255710771769391	6.9342692843559	12.1927995027098	0.0074057970410053	0.671134792036717
H3K4me3_PeakRegion_15682_chr17_48096400_48099799	0.536189222325945	1.99122899945518	12.1836845636217	0.00742054816990005	0.671134792036717
H3K4me3_PeakRegion_02814_chr3_89386200_89397199	0.258285309674206	6.91692835301909	12.1202571525101	0.00752421189711809	0.671134792036717
H3K4me3_PeakRegion_15353_chr17_25821200_25848799	0.231765028873663	8.61016206036483	12.0795476662767	0.00759169404350843	0.671134792036717
H3K4me3_PeakRegion_02295_chr2_168273400_168283399	0.300696485982272	5.93462557582626	12.0701263352233	0.00760741823628028	0.671134792036717
H3K4me3_PeakRegion_10103_chr10_81399200_81436199	0.279600974141791	7.25004650883663	12.0677389938961	0.00761140912453068	0.671134792036717
H3K4me3_PeakRegion_03559_chr4_57138600_57142999	0.314383947542627	5.46944859955156	12.062770626803	0.00761972301576674	0.671134792036717
H3K4me3_PeakRegion_16930_chr19_45011600_45022999	0.270597412329054	6.7788538640878	12.0542577792272	0.00763399433538016	0.671134792036717
H3K4me3_PeakRegion_06029_chr6_88871600_88876599	0.326164410077188	5.38905514859315	12.0332481075276	0.00766935813034564	0.671134792036717
H3K4me3_PeakRegion_10992_chr11_69793600_69805999	0.255881076044608	6.95384030065965	12.0259382744381	0.00768170981417172	0.671134792036717
H3K4me3_PeakRegion_03873_chr4_118285600_118293599	0.29029548649803	5.48254586672444	11.9773718796726	0.00776440425231124	0.671134792036717
