Gene.ID	logFC	logCPM	F	PValue	FDR	Gene.name	Gene.type	Gene.description
ENSMUSG00000023868	-0.544407786858153	9.68816267806109	96.0594337992178	4.81866359905723e-06	0.0315353108018728	Pde10a	protein_coding	phosphodiesterase 10A [Source:MGI Symbol;Acc:MGI:1345143]
ENSMUSG00000074797	-0.654043779076682	6.2258231343774	85.228492979129	7.83453790752723e-06	0.0315353108018728	Itpa	protein_coding	inosine triphosphatase (nucleoside triphosphate pyrophosphatase) [Source:MGI Symbol;Acc:MGI:96622]
ENSMUSG00000019578	-1.10395551629415	3.89616399665614	83.58037359665	8.47757487240369e-06	0.0315353108018728	Ubxn6	protein_coding	UBX domain protein 6 [Source:MGI Symbol;Acc:MGI:1913780]
ENSMUSG00000037703	-0.69121777207844	5.35402874569507	77.4079314862748	1.1542528873191e-05	0.0315353108018728	Lzts3	protein_coding	leucine zipper, putative tumor suppressor family member 3 [Source:MGI Symbol;Acc:MGI:2656976]
ENSMUSG00000034708	-0.627189379415109	5.91382004359287	74.4146815335695	1.35154654450043e-05	0.0315353108018728	Grn	protein_coding	granulin [Source:MGI Symbol;Acc:MGI:95832]
ENSMUSG00000018677	-0.657604283006094	6.17237175214893	73.7278195925191	1.40251689296283e-05	0.0315353108018728	Slc25a39	protein_coding	solute carrier family 25, member 39 [Source:MGI Symbol;Acc:MGI:1196386]
ENSMUSG00000026259	-0.607796690049564	5.91421881681351	72.6325522697758	1.48876671316808e-05	0.0315353108018728	Ngef	protein_coding	neuronal guanine nucleotide exchange factor [Source:MGI Symbol;Acc:MGI:1858414]
ENSMUSG00000026258	-0.715004596380945	5.18366275539378	72.1514071186157	1.52870681945696e-05	0.0315353108018728	Snorc	protein_coding	secondary ossification center associated regulator of chondrocyte maturation [Source:MGI Symbol;Acc:MGI:1920484]
ENSMUSG00000049643	-0.567245271017459	7.21485855629172	61.2491481187436	2.91900296898991e-05	0.0354182585829843	2310022A10Rik	protein_coding	RIKEN cDNA 2310022A10 gene [Source:MGI Symbol;Acc:MGI:1913617]
ENSMUSG00000023873	-0.626571262469459	8.2652241445653	60.7077034764462	3.02216660249399e-05	0.0354182585829843	1700010I14Rik	protein_coding	RIKEN cDNA 1700010I14 gene [Source:MGI Symbol;Acc:MGI:1914181]
ENSMUSG00000059995	-0.578515789693925	6.10433646745541	60.6844232304672	3.02670172694069e-05	0.0354182585829843	Atxn7l3	protein_coding	ataxin 7-like 3 [Source:MGI Symbol;Acc:MGI:3036270]
ENSMUSG00000040701	-0.515651046663196	7.22625142443276	60.3776395679118	3.08725191731341e-05	0.0354182585829843	Ap1g2	protein_coding	adaptor protein complex AP-1, gamma 2 subunit [Source:MGI Symbol;Acc:MGI:1328307]
ENSMUSG00000083386	-0.521083892066583	6.37281651115131	59.1099413928861	3.35377829741658e-05	0.0354182585829843	Gm15426	processed_pseudogene	predicted gene 15426 [Source:MGI Symbol;Acc:MGI:3705598]
ENSMUSG00000029192	-0.423149232205954	8.43384022176683	59.0309149261819	3.37130995185691e-05	0.0354182585829843	Tbc1d14	protein_coding	TBC1 domain family, member 14 [Source:MGI Symbol;Acc:MGI:1098708]
ENSMUSG00000011148	-0.626716627466095	5.12836653681849	58.040976306243	3.6007434716595e-05	0.0354182585829843	Adssl1	protein_coding	adenylosuccinate synthetase like 1 [Source:MGI Symbol;Acc:MGI:87947]
