Peak.ID	logFC	logCPM	F	PValue	FDR
Htt_PeakRegion_08582_chr17_8920465_8990561	-0.62655374978364	6.68088672836037	95.13684901047	6.1023228928491e-12	5.52870454092128e-08
Htt_PeakRegion_08576_chr17_8799743_8868651	-0.521377607695809	6.37039661216251	73.9038761599762	1.75863128599435e-10	7.9665997255544e-07
Htt_PeakRegion_09622_chrX_143482944_143483178	0.933605808965181	3.84074276910022	68.8892334014577	4.2751100565207e-10	1.29108323706925e-06
Htt_PeakRegion_00221_chr1_87470591_87484995	-0.714919091781907	4.18630666885376	63.1918945782795	1.23658254043231e-09	2.80085945407918e-06
Htt_PeakRegion_08958_chr17_78636827_78716037	-0.448226777230916	6.61380973137457	53.9105795650989	8.00880642695583e-09	1.26167326632894e-05
Htt_PeakRegion_06528_chr11_109237083_109266906	-0.578888699529906	5.11061361314157	53.7104670282071	8.35545209489365e-09	1.26167326632894e-05
Htt_PeakRegion_01106_chr2_130629966_130639861	-0.741938604492504	3.62253976617831	52.8574004259006	1.00203083329526e-08	1.29691419280787e-05
Htt_PeakRegion_08190_chr15_103514186_103536591	-0.535917734465295	4.75429348594687	45.0168217657152	5.80663334988712e-08	6.57601226874716e-05
Htt_PeakRegion_03641_chr7_27520082_27529386	-0.675466754066495	3.72064309650495	43.989920492595	7.40148360433065e-08	7.45082682835952e-05
Htt_PeakRegion_07074_chr12_112608965_112618791	-0.629326594859636	3.87337556056255	43.2043485537995	8.93034903423728e-08	8.09089622501898e-05
Htt_PeakRegion_09350_chr19_5789045_5822239	-0.412701822314721	6.01928164079539	41.9898611503656	1.19828820549307e-07	9.86953740160654e-05
Htt_PeakRegion_03756_chr7_45700413_45720176	-0.512238600055558	4.8750152974781	38.8298020493813	2.63302487368683e-07	0.000198793377963356
Htt_PeakRegion_08381_chr16_35298506_35313500	-0.56088234660867	4.16099168431298	37.7623047589128	3.46143950957996e-07	0.000241235707359957
Htt_PeakRegion_05599_chr10_98992062_99038900	-0.412077230208175	5.88467912415904	36.9032150120827	4.32649562577839e-07	0.00027998607406823
Htt_PeakRegion_06022_chr11_69081510_69121356	-0.425302010559766	5.70873884900026	35.2194962143657	6.75171487982119e-07	0.0004078035787412
Htt_PeakRegion_05772_chr11_5963287_5972009	-0.618500161252266	3.48112649737729	32.3397137558537	1.48258655956696e-06	0.000839514639354789
Htt_PeakRegion_00624_chr2_25281864_25304837	-0.428763690855675	4.88698342452162	29.9595794041846	2.91500592868696e-06	0.00155352668905317
Htt_PeakRegion_07648_chr14_64578145_64597629	-0.447433816940338	4.65312353536112	29.5627681768019	3.2707339470204e-06	0.00164626942000027
Htt_PeakRegion_08579_chr17_8893853_8905944	-0.592768961739839	3.8373824530448	29.0988960545358	3.74539487850691e-06	0.00178596197890908
Htt_PeakRegion_05598_chr10_98976868_98991472	-0.508608511497206	4.09310921203216	28.3961105380144	4.60774406549764e-06	0.00208730806167043
Htt_PeakRegion_04397_chr8_75217309_75227527	-0.601706330271792	3.52286464117101	28.1696160012322	4.92840412197762e-06	0.00212625434976749
Htt_PeakRegion_04467_chr8_93963867_93974086	-0.544498697328326	3.62123769475338	27.4642915613431	6.08667030873822e-06	0.00250660149987129
Htt_PeakRegion_06401_chr11_101422534_101441248	-0.450413213965631	4.37851143089441	27.0651986683264	6.8662329987952e-06	0.00262000901593122
Htt_PeakRegion_07593_chr14_55102974_55109518	-0.62309480602329	2.98185246093042	27.0297359197303	6.94042123425488e-06	0.00262000901593122
Htt_PeakRegion_07681_chr14_69782679_69792074	-0.534713395594619	3.50744209833441	26.6096536310696	7.8864401943258e-06	0.00285804592642367
Htt_PeakRegion_05634_chr10_111282807_111303669	-0.444886301587872	4.54706570060331	25.8017943908062	1.01087292618619e-05	0.00352250335047955
Htt_PeakRegion_03662_chr7_28808991_28828617	-0.422830743086576	4.68057421995649	25.1986499217064	1.21941005011245e-05	0.0040917981681551
Htt_PeakRegion_08577_chr17_8869341_8889106	-0.460320351949106	4.40863619614565	24.8614270632609	1.35536350781703e-05	0.00411421409438889
Htt_PeakRegion_02516_chr5_36628773_36630766	-0.385750513977656	4.92652643067596	24.8538116551698	1.35861225679275e-05	0.00411421409438889
Htt_PeakRegion_07999_chr15_79719056_79727689	-0.64301303463029	3.03952817182731	24.8039126184322	1.38010349367099e-05	0.00411421409438889
