Peakset	Annotation	Observed	Expected	Fold.Change	Log2FC	Pvalue	Qvalue	Adjusted.Pvalue
ActiveMotif.Htt_histone_modifications.diffbind	pQ	0	3336.4483	3e-04	-11.7045	0.03056	0.0382	0.0352615384615385
ActiveMotif.Htt_histone_modifications.diffbind	pQ	190684	420369.087	0.4536	-1.1405	1e-05	1.4286e-05	1.36363636363636e-05
ActiveMotif.Htt_histone_modifications.diffbind	pQ	5464	9705.3348	0.563	-0.8287	0.1904	0.1904	0.196965517241379
ActiveMotif.Htt_histone_modifications.diffbind	pQ	1487048	438241.3325	3.3932	1.7627	1e-05	1.4286e-05	1.36363636363636e-05
ActiveMotif.Htt_histone_modifications.diffbind	pQ	1199	212.4291	5.6225	2.4912	0.06434	0.071489	0.0689357142857143
ActiveMotif.Htt_histone_modifications.diffbind	pQ	102949	13244.8093	7.7723	2.9583	1e-05	1.4286e-05	1.36363636363636e-05
ActiveMotif.Htt_histone_modifications.diffbind	pQ	1238138	157155.4251	7.8784	2.9779	1e-05	1.4286e-05	1.36363636363636e-05
ActiveMotif.Htt_histone_modifications.diffbind	pQ	1475201	183234.6385	8.0508	3.0091	1e-05	1.4286e-05	1.36363636363636e-05
ActiveMotif.Htt_histone_modifications.diffbind	pQ	5300143	518211.9313	10.2277	3.3544	1e-05	1.4286e-05	1.36363636363636e-05
ActiveMotif.Htt_histone_modifications.diffbind	pQ	54619	3671.4489	14.8729	3.8946	1e-05	1.4286e-05	1.36363636363636e-05
ActiveMotif.Htt_histone_modifications.diffbind	Wt	0	3471.0734	3e-04	-11.7616	0.02496	0.0312	0.029952
ActiveMotif.Htt_histone_modifications.diffbind	Wt	238495	436319.6317	0.5466	-0.8714	1e-05	1.4286e-05	1.36363636363636e-05
ActiveMotif.Htt_histone_modifications.diffbind	Wt	7257	10032.9663	0.7233	-0.4672	0.31018	0.31018	0.31018
ActiveMotif.Htt_histone_modifications.diffbind	Wt	1604936	454461.67	3.5315	1.8203	1e-05	1.4286e-05	1.36363636363636e-05
ActiveMotif.Htt_histone_modifications.diffbind	Wt	1199	213.4638	5.5954	2.4842	0.06329	0.070322	0.0689357142857143
ActiveMotif.Htt_histone_modifications.diffbind	Wt	1073482	163003.7685	6.5856	2.7193	1e-05	1.4286e-05	1.36363636363636e-05
ActiveMotif.Htt_histone_modifications.diffbind	Wt	1600807	190270.8341	8.4133	3.0727	1e-05	1.4286e-05	1.36363636363636e-05
ActiveMotif.Htt_histone_modifications.diffbind	Wt	119034	13750.5753	8.6561	3.1137	1e-05	1.4286e-05	1.36363636363636e-05
ActiveMotif.Htt_histone_modifications.diffbind	Wt	5563608	537769.3484	10.3457	3.371	1e-05	1.4286e-05	1.36363636363636e-05
ActiveMotif.Htt_histone_modifications.diffbind	Wt	60655	3806.0974	15.9323	3.9939	1e-05	1.4286e-05	1.36363636363636e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	pQ	492760	1819612.089	0.2708	-1.8847	1e-05	1.25e-05	1.36363636363636e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	pQ	9686241	12484393.0094	0.7759	-0.3661	0.00544	0.00544	0.0068
ActiveMotif.Htt_histone_modifications.merged_peaks	pQ	83875208	11252719.1286	7.4538	2.898	1e-05	1.25e-05	1.36363636363636e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	pQ	45547375	4496125.2507	10.1304	3.3406	1e-05	1.25e-05	1.36363636363636e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	pQ	39562463	3418186.3075	11.5741	3.5328	1e-05	1.25e-05	1.36363636363636e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Wt	582187	1889305.9312	0.3081	-1.6983	1e-05	1.25e-05	1.36363636363636e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Wt	8619268	12966314.532	0.6647	-0.5891	0.00013	0.00013	0.000169565217391304
ActiveMotif.Htt_histone_modifications.merged_peaks	Wt	91786334	11686890.7064	7.8538	2.9734	1e-05	1.25e-05	1.36363636363636e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Wt	46204578	4660063.3622	9.915	3.3096	1e-05	1.25e-05	1.36363636363636e-05
ActiveMotif.Htt_histone_modifications.merged_peaks	Wt	42025637	3547229.3372	11.8475	3.5665	1e-05	1.25e-05	1.36363636363636e-05
