Peakset	Annotation	Observed	Expected	Fold.Change	Log2FC	Pvalue	Qvalue	Adjusted.Pvalue
Htt_ChIPSeq.2017_2020_together.any_2_samples.reproducibility_groups.all_reproducible	Cortex_08wks_pQ.filtered_qval_5.mm10.sorted.bed	467344	87327.8461	5.3516	2.42	1e-05	1e-05	1e-05
Htt_ChIPSeq.2017_2020_together.any_2_samples.reproducibility_groups.all_reproducible	Cortex_08wks_WT.filtered_qval_5.mm10.sorted.bed	482137	91183.2352	5.2875	2.4026	1e-05	1e-05	1e-05
Htt_ChIPSeq.2017_2020_together.any_2_samples.reproducibility_groups.all_reproducible	Cortex_12wks_pQ.filtered_qval_5.mm10.sorted.bed	693633	133305.3814	5.2033	2.3794	1e-05	1e-05	1e-05
Htt_ChIPSeq.2017_2020_together.any_2_samples.reproducibility_groups.all_reproducible	Cortex_12wks_WT.filtered_qval_5.mm10.sorted.bed	718831	148437.0177	4.8426	2.2758	1e-05	1e-05	1e-05
Htt_ChIPSeq.2017_2020_together.any_2_samples.reproducibility_groups.all_reproducible	Striatum_08wks_pQ.filtered_qval_5.mm10.sorted.bed	424566	83392.2038	5.0911	2.348	1e-05	1e-05	1e-05
Htt_ChIPSeq.2017_2020_together.any_2_samples.reproducibility_groups.all_reproducible	Striatum_08wks_WT.filtered_qval_5.mm10.sorted.bed	406518	73913.2632	5.4999	2.4594	1e-05	1e-05	1e-05
Htt_ChIPSeq.2017_2020_together.any_2_samples.reproducibility_groups.all_reproducible	Striatum_12wks_pQ.filtered_qval_5.mm10.sorted.bed	545437	111455.1517	4.8937	2.2909	1e-05	1e-05	1e-05
Htt_ChIPSeq.2017_2020_together.any_2_samples.reproducibility_groups.all_reproducible	Striatum_12wks_WT.filtered_qval_5.mm10.sorted.bed	644687	126456.522	5.0981	2.3499	1e-05	1e-05	1e-05
Htt_ChIPSeq.2017_2020_together.any_2_samples.reproducibility_groups.conditionally_reproducible	Cortex_08wks_pQ.filtered_qval_5.mm10.sorted.bed	245122	36877.2691	6.6468	2.7327	1e-05	1e-05	1e-05
Htt_ChIPSeq.2017_2020_together.any_2_samples.reproducibility_groups.conditionally_reproducible	Cortex_08wks_WT.filtered_qval_5.mm10.sorted.bed	244918	38521.2182	6.3579	2.6685	1e-05	1e-05	1e-05
Htt_ChIPSeq.2017_2020_together.any_2_samples.reproducibility_groups.conditionally_reproducible	Cortex_12wks_pQ.filtered_qval_5.mm10.sorted.bed	359958	56336.4691	6.3893	2.6757	1e-05	1e-05	1e-05
Htt_ChIPSeq.2017_2020_together.any_2_samples.reproducibility_groups.conditionally_reproducible	Cortex_12wks_WT.filtered_qval_5.mm10.sorted.bed	372545	62729.4679	5.9388	2.5702	1e-05	1e-05	1e-05
Htt_ChIPSeq.2017_2020_together.any_2_samples.reproducibility_groups.conditionally_reproducible	Striatum_08wks_pQ.filtered_qval_5.mm10.sorted.bed	224377	35233.9276	6.3681	2.6709	1e-05	1e-05	1e-05
Htt_ChIPSeq.2017_2020_together.any_2_samples.reproducibility_groups.conditionally_reproducible	Striatum_08wks_WT.filtered_qval_5.mm10.sorted.bed	204939	31194.0119	6.5696	2.7158	1e-05	1e-05	1e-05
Htt_ChIPSeq.2017_2020_together.any_2_samples.reproducibility_groups.conditionally_reproducible	Striatum_12wks_pQ.filtered_qval_5.mm10.sorted.bed	290217	47049.3273	6.1682	2.6249	1e-05	1e-05	1e-05
