genes	logFC	logCPM	F	PValue	FDR
H3K4me3_Striata_PeakRegion_11258_chr11_77980200_77987399	0.355159498475118	7.47186760163731	28.4532244673528	0.000551448455194179	0.66991613351354
H3K4me3_Striata_PeakRegion_1704_chr2_93185000_93191799	0.425879873201666	5.55754138369191	25.3988809695068	0.000806646864881175	0.66991613351354
H3K4me3_Striata_PeakRegion_13560_chr14_32425200_32428399	-0.627408322476711	2.64890746484836	23.0967462861454	0.00110079289043035	0.66991613351354
H3K4me3_Striata_PeakRegion_4678_chr5_32711400_32714599	-0.504225539377035	6.03463011485916	22.5813529545041	0.00118394858785482	0.66991613351354
H3K4me3_Striata_PeakRegion_11521_chr11_97656400_97672799	0.316713294313067	7.25243764336874	22.2080888177917	0.00124905290987508	0.66991613351354
H3K4me3_Striata_PeakRegion_4814_chr5_53587400_53594599	0.337350016526597	7.10791625514282	21.9058064862155	0.00130504209554047	0.66991613351354
H3K4me3_Striata_PeakRegion_9531_chr9_108823200_108833999	0.398512542138946	6.41397559464882	21.8361639882493	0.00131837793939158	0.66991613351354
H3K4me3_Striata_PeakRegion_12625_chr12_112800000_112812999	0.344235778004379	6.36571215289825	21.5290403229751	0.00137923650015651	0.66991613351354
H3K4me3_Striata_PeakRegion_15949_chr17_62877600_62884599	0.308742687105716	7.12384345085249	21.4696398281332	0.00139140462148835	0.66991613351354
H3K4me3_Striata_PeakRegion_15689_chr17_33923600_33959799	0.267728902459142	8.83718493676376	21.4048186870179	0.00140483482014187	0.66991613351354
H3K4me3_Striata_PeakRegion_16787_chr19_5683800_5696799	0.302252846858085	8.11474689375092	20.8602782730896	0.00152422281025648	0.66991613351354
H3K4me3_Striata_PeakRegion_6955_chr7_45046000_45056599	0.313976114146879	6.99614223534885	20.6548373422102	0.00157250218387361	0.66991613351354
H3K4me3_Striata_PeakRegion_12622_chr12_112663800_112684399	0.327827193879734	6.70733816835483	20.4353556324098	0.0016261861433592	0.66991613351354
H3K4me3_Striata_PeakRegion_14774_chr16_4556200_4561999	0.299036350958709	7.09561574941241	20.1837233955571	0.00169054909805177	0.66991613351354
H3K4me3_Striata_PeakRegion_3244_chr3_139197800_139198799	-0.99430853038916	1.05847390659298	19.9996071208981	0.00173964465972948	0.66991613351354
H3K4me3_Striata_PeakRegion_6451_chr6_140621400_140630599	0.311367661543385	6.55187424664802	19.1433835444272	0.0019925341507761	0.66991613351354
H3K4me3_Striata_PeakRegion_4791_chr5_47981800_47987199	0.379670544152627	6.04011352973933	18.9256776778185	0.00206394822190623	0.66991613351354
H3K4me3_Striata_PeakRegion_7669_chr7_141189400_141197599	0.310288878157415	6.85943899659851	18.8812057314637	0.0020789232608412	0.66991613351354
H3K4me3_Striata_PeakRegion_16803_chr19_6065400_6071999	0.386265049762401	5.21336279976589	18.7949673707734	0.0021083468612733	0.66991613351354
H3K4me3_Striata_PeakRegion_16696_chr18_82908000_82922399	0.284277023023731	7.63993792479286	18.4584078466492	0.00222821843297979	0.66991613351354
H3K4me3_Striata_PeakRegion_9486_chr9_107532800_107559199	0.258176653887032	8.37620483165415	18.2316039311693	0.00231376980484348	0.66991613351354
H3K4me3_Striata_PeakRegion_9048_chr9_54558200_54561199	0.521523457526828	3.014811594529	18.1471419662369	0.00234666377316812	0.66991613351354
H3K4me3_Striata_PeakRegion_5547_chr5_142808200_142825199	0.260632674186104	9.03002319694385	18.0283062372399	0.00239392946318005	0.66991613351354
H3K4me3_Striata_PeakRegion_11913_chr11_119077600_119092399	0.293203190862285	7.39527941762227	17.9792351977754	0.00241378986353051	0.66991613351354
H3K4me3_Striata_PeakRegion_4329_chr4_141533400_141542799	0.296112577265643	6.95356949225512	17.9544099753116	0.00242391488370731	0.66991613351354
H3K4me3_Striata_PeakRegion_13989_chr14_118472400_118475399	0.489195440013293	3.31526356586333	17.8652670558024	0.00246070744242601	0.66991613351354
H3K4me3_Striata_PeakRegion_7528_chr7_127203000_127212199	0.285384936611177	7.09798889934087	17.8244615681329	0.00247777957351627	0.66991613351354
H3K4me3_Striata_PeakRegion_1263_chr2_29867800_29871599	0.435966728242844	4.3863485953998	17.7715772550428	0.00250012362149546	0.66991613351354
H3K4me3_Striata_PeakRegion_8928_chr9_42940200_42946399	0.38792227980849	5.55737433211796	17.5601067521212	0.00259199961431854	0.66991613351354
H3K4me3_Striata_PeakRegion_16636_chr18_74958200_74963599	0.393536959293008	5.07416147714997	16.9188178376635	0.00289733443473092	0.66991613351354
H3K4me3_Striata_PeakRegion_8940_chr9_44105600_44114799	0.332550806223803	5.87531139781667	16.8452040397985	0.0029351657419839	0.66991613351354
H3K4me3_Striata_PeakRegion_6994_chr7_46094400_46102799	0.330845503632486	6.32372074917421	16.7690756665788	0.00297493385467891	0.66991613351354
H3K4me3_Striata_PeakRegion_5341_chr5_125051800_125061399	0.395914343966925	5.1622688480457	16.6738901235741	0.00302559890286722	0.66991613351354
H3K4me3_Striata_PeakRegion_12463_chr12_99389000_99395799	0.308850295736478	6.41025094391835	16.5862133528557	0.0030732143604726	0.66991613351354
H3K4me3_Striata_PeakRegion_14746_chr15_102733400_102737999	0.567764399667233	2.73310748598217	16.5500484421118	0.0030931244808852	0.66991613351354
H3K4me3_Striata_PeakRegion_16776_chr19_5472600_5478799	0.393048912405321	4.67579280452894	16.4520652595492	0.00314787493218336	0.66991613351354
H3K4me3_Striata_PeakRegion_832_chr1_169655200_169659799	-0.739636999720676	1.76632409516933	16.3886237699702	0.00318396425089683	0.66991613351354
H3K4me3_Striata_PeakRegion_2846_chr3_89157200_89161399	0.404085637528815	3.90588720920452	16.3539147000605	0.00320392541508522	0.66991613351354
H3K4me3_Striata_PeakRegion_15940_chr17_57102800_57107599	0.354942221779423	5.2585016366636	16.3110430550771	0.0032287949619244	0.66991613351354
H3K4me3_Striata_PeakRegion_14341_chr15_76533800_76543399	0.311028481663128	6.88828752537428	16.2944101095188	0.00323850786160696	0.66991613351354
H3K4me3_Striata_PeakRegion_5997_chr6_72352600_72365199	0.277772011046369	6.77525209049988	16.2882355606546	0.00324212271743025	0.66991613351354
H3K4me3_Striata_PeakRegion_11957_chr11_120708000_120728799	0.260761095973912	7.31133660108986	16.1164221261642	0.00334474149618412	0.66991613351354
H3K4me3_Striata_PeakRegion_15692_chr17_34021000_34043199	0.279846824386762	8.1324022707734	15.831704966101	0.00352379640898138	0.66991613351354
H3K4me3_Striata_PeakRegion_11263_chr11_78159000_78169599	0.4115375483423	5.71261722389506	15.8122306218139	0.00353647173220636	0.66991613351354
H3K4me3_Striata_PeakRegion_13350_chr13_111684000_111689399	0.346716904934958	5.51427536832144	15.5117347357441	0.00373939777223437	0.66991613351354
H3K4me3_Striata_PeakRegion_2924_chr3_95158600_95164399	0.327941738206255	6.02807556576149	15.5035333274534	0.00374513540457124	0.66991613351354
H3K4me3_Striata_PeakRegion_12773_chr13_24275600_24282599	0.313216563035308	6.0103459658077	15.4759690971117	0.00376449907214955	0.66991613351354
H3K4me3_Striata_PeakRegion_5276_chr5_121831000_121844399	0.303024229502811	6.7342784707814	15.3645780526367	0.00384402332259297	0.66991613351354
H3K4me3_Striata_PeakRegion_17212_chr19_53307000_53316799	0.259755919593037	7.34356102871207	15.3141953947667	0.00388067458694736	0.66991613351354
H3K4me3_Striata_PeakRegion_11608_chr11_101223200_101228199	0.397172132713868	5.14285543337611	15.1381209403915	0.00401220460761842	0.66991613351354
H3K4me3_Striata_PeakRegion_15688_chr17_33905800_33922799	0.247574976698499	7.86415628660337	15.0763295689749	0.00405966741883878	0.66991613351354
H3K4me3_Striata_PeakRegion_6239_chr6_113930600_113935799	-0.544639999872932	4.51509002078226	15.0110448949078	0.00411057052028114	0.66991613351354
H3K4me3_Striata_PeakRegion_7847_chr8_22973000_22978999	0.350086784584247	5.38463149618946	15.010709557996	0.00411083401787227	0.66991613351354
H3K4me3_Striata_PeakRegion_11915_chr11_119208800_119211599	0.638994967927153	1.6158273898326	14.9711654703643	0.00414205364438599	0.66991613351354
H3K4me3_Striata_PeakRegion_11775_chr11_113617600_113621999	0.333070217687323	5.35459255230114	14.959866518947	0.00415102788118347	0.66991613351354
H3K4me3_Striata_PeakRegion_5307_chr5_123128400_123154599	0.251227127250549	8.35580236800067	14.9407923438987	0.00416623227297669	0.66991613351354
H3K4me3_Striata_PeakRegion_17443_chrX_48340200_48347999	0.279562963611081	6.66393937419465	14.9004913037119	0.00419858425450478	0.66991613351354
H3K4me3_Striata_PeakRegion_10200_chr10_80582200_80591799	0.297427352038237	6.58487561692367	14.8992125202596	0.00419961588672686	0.66991613351354
H3K4me3_Striata_PeakRegion_1759_chr2_105667200_105670799	0.587499032674272	2.10219972899708	14.8686064235874	0.00422440057232737	0.66991613351354
H3K4me3_Striata_PeakRegion_1513_chr2_65363200_65364799	-0.784356388128656	0.830668688246918	14.8683787639769	0.00422458560721494	0.66991613351354
H3K4me3_Striata_PeakRegion_5302_chr5_122984400_122991999	0.286717421952414	6.72008111624349	14.7415601093872	0.00432923761341422	0.66991613351354
H3K4me3_Striata_PeakRegion_4580_chr5_23524000_23525999	-1.08505967112172	1.36384361061537	14.6851108180001	0.00437685095601698	0.66991613351354
H3K4me3_Striata_PeakRegion_15840_chr17_46852600_46860799	0.308744290566466	6.50320223115848	14.5811788239943	0.00446622159287249	0.66991613351354
H3K4me3_Striata_PeakRegion_4213_chr4_134762600_134770199	0.377911031523483	4.95550573135821	14.5075537226298	0.00453090057682856	0.66991613351354
H3K4me3_Striata_PeakRegion_12499_chr12_102695000_102707199	0.288283903024234	6.39245922497128	14.4734968709663	0.00456121116714401	0.66991613351354
H3K4me3_Striata_PeakRegion_16646_chr18_75689000_75700199	0.356109887003019	7.3069552308933	14.3387270366804	0.00468364570643628	0.66991613351354
H3K4me3_Striata_PeakRegion_11430_chr11_93096600_93102599	0.357574022960171	5.04199465754905	14.3091615706634	0.00471104698669066	0.66991613351354
H3K4me3_Striata_PeakRegion_5433_chr5_135485000_135491799	0.348099903664194	5.4581295310083	14.266573491054	0.00475086729482472	0.66991613351354
H3K4me3_Striata_PeakRegion_16218_chr18_21650600_21654599	0.430672024643678	3.58113585459078	14.2551645132218	0.00476160548410368	0.66991613351354
H3K4me3_Striata_PeakRegion_4650_chr5_30709800_30715999	0.285124090695927	6.65181141807494	14.199521293791	0.0048144097939383	0.66991613351354
H3K4me3_Striata_PeakRegion_7548_chr7_127705400_127713999	0.32964207827891	5.09801486933081	14.1214181342222	0.00488975672425854	0.66991613351354
H3K4me3_Striata_PeakRegion_6648_chr7_19264600_19275199	0.327507073300045	6.16863453571319	14.0634437028407	0.00494663070172713	0.66991613351354
H3K4me3_Striata_PeakRegion_2645_chr3_53653400_53658999	0.29162375797886	6.43164977159679	14.0367663959667	0.00497307662142827	0.66991613351354
H3K4me3_Striata_PeakRegion_12372_chr12_83631200_83634999	0.316083617670112	6.02140361973408	13.9850565021202	0.00502483826537273	0.66991613351354
H3K4me3_Striata_PeakRegion_10167_chr10_79754200_79758399	0.452961113863649	3.52821041506367	13.9108114747108	0.00510032928021745	0.66991613351354
H3K4me3_Striata_PeakRegion_13368_chr13_113609800_113619399	0.249212961165	7.08470305494058	13.8765953539678	0.00513559202347078	0.66991613351354
H3K4me3_Striata_PeakRegion_6261_chr6_115803400_115811199	0.316847505206703	5.98293339594376	13.8688298162156	0.00514363707744798	0.66991613351354
H3K4me3_Striata_PeakRegion_4764_chr5_39639000_39646599	0.303024999907873	6.36102090314048	13.8069667310378	0.00520828730533853	0.66991613351354
H3K4me3_Striata_PeakRegion_14517_chr15_84850400_84859399	0.483558752906571	7.31696015154966	13.8025012039878	0.00521299284052764	0.66991613351354
H3K4me3_Striata_PeakRegion_5201_chr5_115426000_115439199	0.364805676876621	5.94344658142751	13.7965582853292	0.00521926333833656	0.66991613351354
H3K4me3_Striata_PeakRegion_13645_chr14_51738000_51741199	0.457893347224752	2.73137295931219	13.7729351834859	0.00524428108371602	0.66991613351354
H3K4me3_Striata_PeakRegion_11723_chr11_106485200_106490199	0.391904216981849	4.53664547549482	13.7685860333569	0.00524890316507737	0.66991613351354
H3K4me3_Striata_PeakRegion_15865_chr17_48096400_48099999	0.577812619028132	2.03307648841327	13.6997754242564	0.00532270758918187	0.66991613351354
H3K4me3_Striata_PeakRegion_8120_chr8_70589800_70612399	0.233035535651677	7.81454649864188	13.6976495074519	0.0053250081823101	0.66991613351354
H3K4me3_Striata_PeakRegion_16822_chr19_6918200_6928199	0.29716976596628	6.28269143634222	13.6813439954612	0.00534269443298993	0.66991613351354
H3K4me3_Striata_PeakRegion_5484_chr5_137733000_137749999	0.274877307621319	7.70946617148626	13.651840548141	0.00537488144979972	0.66991613351354
H3K4me3_Striata_PeakRegion_16456_chr18_47363600_47372399	0.252883448367266	6.97856826784621	13.5624702918359	0.00547385666673645	0.66991613351354
H3K4me3_Striata_PeakRegion_11805_chr11_115380600_115386999	0.296315523884746	5.81212981446081	13.51339814383	0.005529162780937	0.66991613351354
H3K4me3_Striata_PeakRegion_1300_chr2_30821600_30830399	0.255890587416527	6.83816337788313	13.5025831889982	0.00554144454008956	0.66991613351354
H3K4me3_Striata_PeakRegion_5321_chr5_123970200_123981799	0.316367047708294	5.39218843856787	13.4809452709625	0.00556611871689847	0.66991613351354
H3K4me3_Striata_PeakRegion_11210_chr11_75647200_75661599	0.32406565212068	6.2693516147945	13.4716309403782	0.00557678192024437	0.66991613351354
H3K4me3_Striata_PeakRegion_2106_chr2_152392600_152401199	0.278883384891737	7.23419182205075	13.3984758828828	0.0056614166619198	0.66991613351354
H3K4me3_Striata_PeakRegion_7197_chr7_81856800_81863399	0.326354893610959	4.98872559866971	13.3717529512761	0.00569272918470433	0.66991613351354
H3K4me3_Striata_PeakRegion_15710_chr17_34893000_34901999	0.259904805974248	7.16131905528134	13.3120075441728	0.00576351504754612	0.66991613351354
H3K4me3_Striata_PeakRegion_6660_chr7_19453400_19462999	0.292386694456281	6.63879228407714	13.2950947506457	0.00578375084538901	0.66991613351354
H3K4me3_Striata_PeakRegion_1325_chr2_32092800_32099999	0.329291941724695	6.34746001862249	13.270410574839	0.00581344310470674	0.66991613351354
H3K4me3_Striata_PeakRegion_11963_chr11_120947000_120953399	0.307590296515654	5.54677676334976	13.2625878488436	0.00582289232550981	0.66991613351354
H3K4me3_Striata_PeakRegion_1180_chr2_25288200_25295799	0.406429791927491	3.80264666325989	13.2562824107971	0.00583052263218709	0.66991613351354
H3K4me3_Striata_PeakRegion_10207_chr10_80913000_80920399	0.328206560745989	5.63618602373108	13.2544936422561	0.00583268950246843	0.66991613351354
H3K4me3_Striata_PeakRegion_9105_chr9_58194200_58204999	0.336052760514459	6.3165447728388	13.2123900455544	0.00588398197360896	0.66991613351354
H3K4me3_Striata_PeakRegion_11194_chr11_74827400_74843399	0.285277829297294	7.7574497343984	13.1680994091639	0.00593854306699854	0.66991613351354
H3K4me3_Striata_PeakRegion_5403_chr5_132539000_132546999	0.256640187355366	6.95160849717277	13.1462238096457	0.00596572248408249	0.66991613351354
H3K4me3_Striata_PeakRegion_14645_chr15_98565000_98570999	0.267993371839585	6.72183518919379	13.145718818385	0.00596635172946751	0.66991613351354
H3K4me3_Striata_PeakRegion_4718_chr5_35053800_35061799	0.3398011363073	5.68062734280779	13.1350524502502	0.005979661803117	0.66991613351354
H3K4me3_Striata_PeakRegion_8573_chr8_120225400_120235799	0.347838142009927	5.66601627940649	13.1166615293039	0.00600269747102774	0.66991613351354
H3K4me3_Striata_PeakRegion_4028_chr4_125486800_125497399	0.284628129731386	6.40864685528966	13.0922272262216	0.00603347308807298	0.66991613351354
H3K4me3_Striata_PeakRegion_16790_chr19_5738600_5749199	0.351037300015246	5.47275851635178	13.0581150040984	0.00607676585756647	0.66991613351354
H3K4me3_Striata_PeakRegion_5455_chr5_136241200_136246799	0.326438679008354	5.31134279048702	13.0398066356201	0.0061001601875301	0.66991613351354
H3K4me3_Striata_PeakRegion_16247_chr18_26014600_26016399	-0.708469167851084	1.81397850057717	13.03208529326	0.00611005991079351	0.66991613351354
H3K4me3_Striata_PeakRegion_8583_chr8_120627200_120638199	0.330453342299114	5.91895942933484	12.9334098407609	0.00623834348644215	0.66991613351354
